category	dataset	image	filename	tp_volume	fp_volume	fn_volume	tp_length	fp_length	fn_length	tp_count	fp_count	fn_count	distance	Unnamed: 0	Dice	Dice_time	cbDice	cbDice_time	clDice	clDice_time	ccDice_0	ccDice_0_time	ccDice_1	ccDice_1_time	Betti_error_0	Betti_error_1	Betti_error_time	Betti_matching_0	Betti_matching_1	Betti_matching_time
missing_branch	LES-AV	img_1	pred_16.png	131441.0	0.0	78263.0	10536.0	0.0	9560.0	82.0	0.0	122.0			0.7705872869307773	0.0022139549255371	0.6829478503645556	0.2928929328918457	0.687908069992165	0.0828375816345214	1.0	0.0542225837707519	1.0	2.995018482208252	0	0	0.0437591075897216	0.0	0.0	122.97380328178406
missing_branch	LES-AV	img_1	pred_17.png	128016.0	0.0	81688.0	10270.0	0.0	9826.0	76.0	0.0	128.0			0.7581191519602037	0.0022163391113281	0.6710414731860879	0.292344331741333	0.6764144108542448	0.0828194618225097	1.0	0.0561521053314209	1.0	3.2023234367370605	0	0	0.0434110164642334	0.0	0.0	122.7660722732544
missing_branch	LES-AV	img_1	pred_18.png	121627.0	0.0	88077.0	9816.0	0.0	10280.0	70.0	0.0	134.0			0.7341721722386375	0.0022189617156982	0.6506572929177417	0.2907485961914062	0.6563252206472319	0.0826466083526611	1.0	0.0542829036712646	1.0	2.9483680725097656	0	0	0.0429439544677734	0.0	0.0	122.5294942855835
missing_branch	LES-AV	img_1	pred_19.png	116360.0	0.0	93344.0	9375.0	0.0	10721.0	63.0	0.0	141.0			0.7137249129005349	0.0022051334381103	0.6301502982464531	0.2987368106842041	0.6362186556275661	0.0837898254394531	1.0	0.0582482814788818	1.0	3.8817877769470215	0	0	0.048248291015625	0.0	0.0	122.8782434463501
missing_branch	Minivess	img_0	gt.png	63267.0	0.0	0.0	3009.0	0.0	0.0	64.0	0.0	0.0			1.0	0.0003087520599365	0.9999997715165982	0.0535469055175781	1.0	0.0192587375640869	1.0	0.216261625289917	1.0	0.0076842308044433	0	0	0.0060446262359619	0.0	0.0	13.79089069366455
missing_branch	Minivess	img_0	pred_0.png	58850.0	0.0	4417.0	2967.0	0.0	42.0	62.0	0.0	2.0			0.9638297698109192	0.0003256797790527	0.9918933024765232	0.0406138896942138	0.9929718875502008	0.017531394958496	1.0	0.21274995803833	1.0	0.0045557022094726	0	0	0.0053412914276123	0.0	0.0	13.611435890197754
missing_branch	Minivess	img_0	pred_1.png	58268.0	0.0	4999.0	2934.0	0.0	75.0	60.0	0.0	4.0			0.9588678158555148	0.0003368854522705	0.986373375152924	0.0410718917846679	0.9873801110550228	0.01749849319458	1.0	0.2096493244171142	1.0	0.0046098232269287	0	0	0.0051910877227783	0.0	0.0	13.666314363479614
missing_branch	Minivess	img_0	pred_2.png	41244.0	0.0	22023.0	2487.0	0.0	522.0	58.0	0.0	6.0			0.7892757700146396	0.0003783702850341	0.9161914663920568	0.0402791500091552	0.9050218340611352	0.0170888900756835	1.0	0.2115259170532226	1.0	0.0046255588531494	0	0	0.0052840709686279	0.0	0.0	13.530914545059204
missing_branch	Minivess	img_0	pred_3.png	38488.0	0.0	24779.0	2412.0	0.0	597.0	56.0	0.0	8.0			0.7564837108741586	0.0003371238708496	0.9090713997248996	0.0395383834838867	0.8898727172108467	0.0164496898651123	1.0	0.2097117900848388	1.0	0.0046565532684326	0	0	0.0051181316375732	0.0	0.0	13.589138984680176
missing_branch	Minivess	img_0	pred_4.png	38460.0	0.0	24807.0	2408.0	0.0	601.0	54.0	0.0	10.0			0.7561414373765077	0.0003402233123779	0.908333672283116	0.0394129753112793	0.8890529813549936	0.0164473056793212	1.0	0.209719181060791	1.0	0.0046267509460449	0	0	0.0051391124725341	0.0	0.0	13.506812810897827
missing_branch	Minivess	img_0	pred_5.png	38423.0	0.0	24844.0	2401.0	0.0	608.0	52.0	0.0	12.0			0.7556888582948176	0.0003395080566406	0.9070577521777818	0.0397319793701171	0.887615526802218	0.0164470672607421	1.0	0.2100520133972168	1.0	0.0045783519744873	0	0	0.0052688121795654	0.0	0.0	13.68774437904358
missing_branch	Minivess	img_0	pred_6.png	37851.0	0.0	25416.0	2383.0	0.0	626.0	50.0	0.0	14.0			0.7486500919717558	0.0003352165222167	0.9034309061229104	0.0395653247833251	0.8839020771513354	0.0164389610290527	1.0	0.2108449935913086	1.0	0.0049655437469482	0	0	0.0050940513610839	0.0	0.0	13.449231147766112
missing_branch	Minivess	img_0	pred_7.png	36991.0	0.0	26276.0	2311.0	0.0	698.0	48.0	0.0	16.0			0.7379161762652356	0.0003354549407958	0.8903154659184705	0.0397148132324218	0.868796992481203	0.0163924694061279	1.0	0.2104575634002685	1.0	0.0046136379241943	0	0	0.0051076412200927	0.0	0.0	13.51502537727356
missing_branch	Minivess	img_0	pred_8.png	34237.0	0.0	29030.0	2106.0	0.0	903.0	46.0	0.0	18.0			0.7022686248769281	0.000340461730957	0.852034951413822	0.039353609085083	0.8234604105571848	0.0163514614105224	1.0	0.2102854251861572	1.0	0.0047218799591064	0	0	0.0051906108856201	0.0	0.0	13.512157678604126
missing_branch	Minivess	img_0	pred_9.png	33298.0	0.0	29969.0	2068.0	0.0	941.0	44.0	0.0	20.0			0.6896494589136851	0.0003550052642822	0.8430649997199956	0.0402126312255859	0.8146543234193422	0.0165302753448486	0.9772727272727272	0.2122843265533447	1.0	0.0046741962432861	0	0	0.0054607391357421	0.0	0.0	13.591375350952148
missing_branch	Minivess	img_0	pred_10.png	21541.0	0.0	41726.0	1681.0	0.0	1328.0	42.0	0.0	22.0			0.5079945288180361	0.00032639503479	0.7598088435470772	0.0390193462371826	0.7168443496801705	0.0160706043243408	0.9772727272727272	0.2133586406707763	1.0	0.0046768188476562	0	0	0.0051715373992919	0.0	0.0	13.535387992858888
missing_branch	Minivess	img_0	pred_11.png	20413.0	0.0	42854.0	1601.0	0.0	1408.0	40.0	0.0	24.0			0.4878824091778203	0.0003488063812255	0.7376653133514683	0.0396294593811035	0.6945770065075922	0.0162184238433837	0.9772727272727272	0.2112259864807129	1.0	0.0046091079711914	0	0	0.0053727626800537	0.0	0.0	13.529899835586548
missing_branch	Minivess	img_0	pred_12.png	20236.0	0.0	43031.0	1559.0	0.0	1450.0	38.0	0.0	26.0			0.484677197226447	0.0003323554992675	0.7264265703646824	0.0394520759582519	0.6825744308231173	0.0161547660827636	0.9545454545454546	0.210221529006958	1.0	0.0046672821044921	0	0	0.0050554275512695	0.0	0.0	13.369428634643556
missing_branch	Minivess	img_0	pred_13.png	19848.0	0.0	43419.0	1524.0	0.0	1485.0	36.0	0.0	28.0			0.4776033207002346	0.0003366470336914	0.716307019709609	0.0390665531158447	0.6724023825281271	0.0159451961517334	0.9545454545454546	0.2096903324127197	1.0	0.0046525001525878	0	0	0.005173921585083	0.0	0.0	13.526474714279177
missing_branch	Minivess	img_0	pred_14.png	19709.0	0.0	43558.0	1504.0	0.0	1505.0	36.0	0.0	28.0			0.4750530273814115	0.0003516674041748	0.710520534098222	0.0394484996795654	0.6665189452692222	0.0161142349243164	0.9545454545454546	0.2120604515075683	1.0	0.0047757625579833	0	0	0.0051555633544921	0.0	0.0	13.432457208633425
missing_branch	Minivess	img_0	pred_15.png	18001.0	0.0	45266.0	1455.0	0.0	1554.0	36.0	0.0	28.0			0.4430033961706945	0.0003447532653808	0.6941306021342265	0.0390384197235107	0.6518817204301075	0.0159440040588378	0.9545454545454546	0.2163960933685302	1.0	0.004784345626831	0	0	0.0050280094146728	0.0	0.0	13.472212791442873
missing_branch	Minivess	img_0	pred_16.png	17541.0	0.0	45726.0	1409.0	0.0	1600.0	32.0	0.0	32.0			0.4341401841401841	0.0003368854522705	0.6808205550352576	0.0386052131652832	0.637845178813943	0.0158476829528808	0.9545454545454546	0.2134947776794433	1.0	0.004648208618164	0	0	0.0050201416015625	0.0	0.0	13.582531929016112
missing_branch	Minivess	img_0	pred_17.png	16633.0	0.0	46634.0	1328.0	0.0	1681.0	30.0	0.0	34.0			0.4163454317897371	0.0003342628479003	0.6560275625544447	0.0389420986175537	0.6124048881715471	0.0158836841583251	0.9545454545454546	0.2191524505615234	1.0	0.0047211647033691	0	0	0.0050070285797119	0.0	0.0	13.338751792907717
